,Outline,Critical,ID.,Descrição dos Serviços,Empreiteiro,Dur,Início,Fim,Início,Fim,%,Início,Fim,Observações,periodo
1404,4,Yes,6784,ESTRUTURA PARA DRYWALL EM SHAFTS - 2 ANDAR,Empresa 8,2 d,2022-04-11 00:00:00,2022-04-12 00:00:00,2021-10-07 00:00:00,2021-10-08 00:00:00,1,,,Guias e montantes,2021-11-01
1405,4,Yes,6785,ESTRUTURA PARA DRYWALL EM SHAFTS - 3 ANDAR,Empresa 8,2 d,2022-04-18 00:00:00,2022-04-19 00:00:00,2021-10-15 00:00:00,2021-10-18 00:00:00,1,,,Guias e montantes,2021-11-01
1406,4,Yes,6788,DISTRIBUIÇÃO HIDRAULICA PEX (parede) - 7 ANDAR,Empresa 2,4 d,2021-08-02 00:00:00,2021-08-05 00:00:00,2021-10-26 00:00:00,2021-10-29 00:00:00,1,,,Kit Hidráulico,2021-11-01
1407,4,Yes,6789,DISTRIBUIÇÃO HIDRAULICA PEX (parede) - 8 ANDAR,Empresa 2,4 d,2021-08-09 00:00:00,2021-08-12 00:00:00,2021-11-03 00:00:00,2021-11-08 00:00:00,1,,,Kit Hidráulico,2021-11-01
1408,4,Yes,6790,DISTRIBUIÇÃO HIDRAULICA PEX (parede) - 9 ANDAR,Empresa 2,4 d,2021-08-16 00:00:00,2021-08-19 00:00:00,2021-11-10 00:00:00,2021-11-16 00:00:00,1,,,Kit Hidráulico,2021-11-01
1409,4,Yes,6822,DISTRIBUIÇÃO HIDRAULICA PEX (parede) - 2 ANDAR,Empresa 2,2 d,2022-04-13 00:00:00,2022-04-14 00:00:00,2021-10-11 00:00:00,2021-10-13 00:00:00,1,,,Kit Hidráulico,2021-11-01
1410,4,Yes,6823,DISTRIBUIÇÃO HIDRAULICA PEX (parede) - 3 ANDAR,Empresa 2,2 d,2022-04-20 00:00:00,2022-04-21 00:00:00,2021-10-19 00:00:00,2021-10-20 00:00:00,1,,,Kit Hidráulico,2021-11-01
1411,4,Yes,6826,TESTES EM TUBULAÇÕES DE PAREDES - 7 ANDAR,Empresa 2,2 d,2021-08-06 00:00:00,2021-08-09 00:00:00,2021-11-01 00:00:00,2021-11-03 00:00:00,1,,,,2021-11-01
1412,4,Yes,6827,TESTES EM TUBULAÇÕES DE PAREDES - 8 ANDAR,Empresa 2,2 d,2021-08-13 00:00:00,2021-08-16 00:00:00,2021-11-09 00:00:00,2021-11-10 00:00:00,1,,,,2021-11-01
1413,4,Yes,6828,TESTES EM TUBULAÇÕES DE PAREDES - 9 ANDAR,Empresa 2,2 d,2021-08-20 00:00:00,2021-08-23 00:00:00,2021-11-17 00:00:00,2021-11-18 00:00:00,,2021-11-19 00:00:00,2021-11-23 00:00:00,,2021-11-01
1414,4,Yes,6860,TESTES EM TUBULAÇÕES DE PAREDES - 2 ANDAR,Empresa 2,2 d,2022-04-15 00:00:00,2022-04-18 00:00:00,2021-10-14 00:00:00,2021-10-15 00:00:00,1,,,,2021-11-01
1415,4,Yes,6861,TESTES EM TUBULAÇÕES DE PAREDES - 3 ANDAR,Empresa 2,2 d,2022-04-22 00:00:00,2022-04-25 00:00:00,2021-10-21 00:00:00,2021-10-22 00:00:00,1,,,,2021-11-01
1416,4,Yes,6864,FECHAMENTO DE SHAFT COM DRYWALL - 7 ANDAR,Empresa 8,2 d,2021-08-10 00:00:00,2021-08-11 00:00:00,2021-11-04 00:00:00,2021-11-05 00:00:00,1,,,,2021-11-01
1417,4,Yes,6902,PINTURA POLIMÉRICA E TESTES - 7 ANDAR,Empresa 10,3 d,2021-08-12 00:00:00,2021-08-16 00:00:00,2021-11-08 00:00:00,2021-11-10 00:00:00,1,,,,2021-11-01
1418,4,Yes,6903,PINTURA POLIMÉRICA E TESTES - 8 ANDAR,Empresa 10,3 d,2021-08-19 00:00:00,2021-08-23 00:00:00,2021-11-16 00:00:00,2021-11-18 00:00:00,1,,,,2021-11-01
1419,4,Yes,6936,PINTURA POLIMÉRICA E TESTES - 2 ANDAR,Empresa 10,3 d,2022-04-21 00:00:00,2022-04-25 00:00:00,2021-10-20 00:00:00,2021-10-22 00:00:00,1,,,,2021-11-01
1420,4,Yes,6937,PINTURA POLIMÉRICA E TESTES - 3 ANDAR,Empresa 10,3 d,2022-04-28 00:00:00,2022-05-02 00:00:00,2021-10-27 00:00:00,2021-10-29 00:00:00,1,,,Executado até o 13º,2021-11-01
1421,4,Yes,6940,CONTRAPISO SOBRE PINTURA - 7 ANDAR,Empresa 4,2 d,2021-08-17 00:00:00,2021-08-18 00:00:00,2021-11-11 00:00:00,2021-11-12 00:00:00,1,,,,2021-11-01
1422,4,Yes,6941,CONTRAPISO SOBRE PINTURA - 8 ANDAR,Empresa 4,2 d,2021-08-24 00:00:00,2021-08-25 00:00:00,2021-11-19 00:00:00,2021-11-22 00:00:00,1,,,,2021-11-01
1423,4,Yes,6974,CONTRAPISO SOBRE PINTURA - 2 ANDAR,Empresa 4,2 d,2022-04-26 00:00:00,2022-04-27 00:00:00,2021-10-25 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1424,4,Yes,6975,CONTRAPISO SOBRE PINTURA - 3 ANDAR,Empresa 4,2 d,2022-05-03 00:00:00,2022-05-04 00:00:00,2021-11-01 00:00:00,2021-11-03 00:00:00,1,,,Executado até o 13º (Pulou o 12º),2021-11-01
1425,4,No,8247,CHUMBADORES PARA GRADIS DE TERRAÇOS - 18 ANDAR,Empresa 5,2 d,2021-08-04 00:00:00,2021-08-05 00:00:00,2021-10-13 00:00:00,2021-10-14 00:00:00,1,,,,2021-11-01
1426,4,No,8248,CHUMBADORES PARA GRADIS DE TERRAÇOS - 19 ANDAR,Empresa 5,2 d,2021-08-11 00:00:00,2021-08-12 00:00:00,2021-10-15 00:00:00,2021-10-18 00:00:00,1,,,,2021-11-01
1427,4,No,8249,CHUMBADORES PARA GRADIS DE TERRAÇOS - 20 ANDAR,Empresa 5,2 d,2021-08-18 00:00:00,2021-08-19 00:00:00,2021-10-19 00:00:00,2021-10-20 00:00:00,1,,,,2021-11-01
1428,4,No,8250,CHUMBADORES PARA GRADIS DE TERRAÇOS - 21 ANDAR,Empresa 5,2 d,2021-08-25 00:00:00,2021-08-26 00:00:00,2021-11-04 00:00:00,2021-11-05 00:00:00,,2021-11-22 00:00:00,2021-11-22 00:00:00,,2021-11-01
1429,4,No,8251,CHUMBADORES PARA GRADIS DE TERRAÇOS - 22 ANDAR,Empresa 5,2 d,2021-09-01 00:00:00,2021-09-02 00:00:00,2021-11-08 00:00:00,2021-11-09 00:00:00,,2021-11-23 00:00:00,2021-11-23 00:00:00,,2021-11-01
1430,4,No,8252,CHUMBADORES PARA GRADIS DE TERRAÇOS - 23 ANDAR,Empresa 5,2 d,2021-09-09 00:00:00,2021-09-10 00:00:00,2021-11-10 00:00:00,2021-11-11 00:00:00,,2021-11-24 00:00:00,2021-11-24 00:00:00,,2021-11-01
1431,4,No,8285,GRADIL DE TERRAÇOS - 18 ANDAR,Empresa 5,3 d,2021-08-06 00:00:00,2021-08-10 00:00:00,2021-10-15 00:00:00,2021-10-19 00:00:00,1,,,,2021-11-01
1432,4,No,8286,GRADIL DE TERRAÇOS - 19 ANDAR,Empresa 5,3 d,2021-08-13 00:00:00,2021-08-17 00:00:00,2021-10-20 00:00:00,2021-10-22 00:00:00,1,,,,2021-11-01
1433,4,No,8287,GRADIL DE TERRAÇOS - 20 ANDAR,Empresa 5,3 d,2021-08-20 00:00:00,2021-08-24 00:00:00,2021-10-25 00:00:00,2021-10-27 00:00:00,1,,,,2021-11-01
1434,4,No,8314,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 9 ANDAR,Empresa 10,3 d,2021-07-12 00:00:00,2021-07-14 00:00:00,2021-10-06 00:00:00,2021-10-08 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1435,4,No,8315,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 10 ANDAR,Empresa 10,3 d,2021-07-19 00:00:00,2021-07-21 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1436,4,No,8316,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 11 ANDAR,Empresa 10,3 d,2021-07-26 00:00:00,2021-07-28 00:00:00,2021-10-15 00:00:00,2021-10-19 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1437,4,No,8317,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 12 ANDAR,Empresa 10,3 d,2021-08-02 00:00:00,2021-08-04 00:00:00,2021-10-20 00:00:00,2021-10-22 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1438,4,No,8318,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 13 ANDAR,Empresa 10,3 d,2021-08-09 00:00:00,2021-08-11 00:00:00,2021-10-25 00:00:00,2021-10-27 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1439,4,No,8319,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 14 ANDAR,Empresa 10,3 d,2021-08-16 00:00:00,2021-08-18 00:00:00,2021-10-28 00:00:00,2021-11-01 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1440,4,No,8320,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 15 ANDAR,Empresa 10,3 d,2021-08-23 00:00:00,2021-08-25 00:00:00,2021-11-03 00:00:00,2021-11-05 00:00:00,,2021-11-22 00:00:00,2021-11-24 00:00:00,Está levando o pavimento todo,2021-11-01
1441,4,No,8322,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 17 ANDAR,Empresa 10,3 d,2021-09-06 00:00:00,2021-09-09 00:00:00,2021-11-08 00:00:00,2021-11-10 00:00:00,,2021-11-30 00:00:00,2021-12-02 00:00:00,Está levando o pavimento todo,2021-11-01
1442,4,No,8323,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 18 ANDAR,Empresa 10,3 d,2021-09-14 00:00:00,2021-09-16 00:00:00,2021-11-16 00:00:00,2021-11-18 00:00:00,,2021-12-03 00:00:00,2021-12-07 00:00:00,Está levando o pavimento todo,2021-11-01
1443,4,No,8352,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 9 ANDAR,Empresa 4,3 d,2021-07-15 00:00:00,2021-07-19 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1444,4,No,8353,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 10 ANDAR,Empresa 4,3 d,2021-07-22 00:00:00,2021-07-26 00:00:00,2021-10-15 00:00:00,2021-10-19 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1445,4,No,8354,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 11 ANDAR,Empresa 4,3 d,2021-07-29 00:00:00,2021-08-02 00:00:00,2021-10-20 00:00:00,2021-10-22 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1446,4,No,8355,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 12 ANDAR,Empresa 4,3 d,2021-08-05 00:00:00,2021-08-09 00:00:00,2021-10-25 00:00:00,2021-10-27 00:00:00,,,,Está levando o pavimento todo,2021-11-01
1447,4,No,8356,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 13 ANDAR,Empresa 4,3 d,2021-08-12 00:00:00,2021-08-16 00:00:00,2021-10-28 00:00:00,2021-11-01 00:00:00,1,,,Está levando o pavimento todo,2021-11-01
1448,4,No,8357,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 14 ANDAR,Empresa 4,3 d,2021-08-19 00:00:00,2021-08-23 00:00:00,2021-11-03 00:00:00,2021-11-05 00:00:00,,,,Está levando o pavimento todo,2021-11-01
1449,4,No,8358,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 15 ANDAR,Empresa 4,3 d,2021-08-26 00:00:00,2021-08-30 00:00:00,2021-11-08 00:00:00,2021-11-10 00:00:00,,,,Está levando o pavimento todo,2021-11-01
1450,4,No,8360,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 17 ANDAR,Empresa 4,3 d,2021-09-10 00:00:00,2021-09-14 00:00:00,2021-11-11 00:00:00,2021-11-16 00:00:00,,,,Está levando o pavimento todo,2021-11-01
1451,4,No,8387,CHAPISCO DO TERRAÇO - 6 ANDAR,Empresa 11,3 d,2021-06-28 00:00:00,2021-06-30 00:00:00,2021-10-06 00:00:00,2021-10-08 00:00:00,,,,Aguardando plano de recuperação,2021-11-01
1452,4,No,8388,CHAPISCO DO TERRAÇO - 7 ANDAR,Empresa 11,3 d,2021-07-05 00:00:00,2021-07-07 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,,2021-11-01
1453,4,No,8389,CHAPISCO DO TERRAÇO - 8 ANDAR,Empresa 11,3 d,2021-07-13 00:00:00,2021-07-15 00:00:00,2021-10-15 00:00:00,2021-10-19 00:00:00,1,,,,2021-11-01
1454,4,No,8390,CHAPISCO DO TERRAÇO - 9 ANDAR,Empresa 11,3 d,2021-07-20 00:00:00,2021-07-22 00:00:00,2021-10-20 00:00:00,2021-10-22 00:00:00,1,,,,2021-11-01
1455,4,No,8391,CHAPISCO DO TERRAÇO - 10 ANDAR,Empresa 11,3 d,2021-07-27 00:00:00,2021-07-29 00:00:00,2021-10-25 00:00:00,2021-10-27 00:00:00,1,,,,2021-11-01
1456,4,No,8425,EMBOÇO DO TERRAÇO - 6 ANDAR,Empresa 11,5 d,2021-07-01 00:00:00,2021-07-07 00:00:00,2021-10-11 00:00:00,2021-10-18 00:00:00,,,,Aguardando plano de recuperação,2021-11-01
1457,4,No,8426,EMBOÇO DO TERRAÇO - 7 ANDAR,Empresa 11,5 d,2021-07-08 00:00:00,2021-07-15 00:00:00,2021-10-19 00:00:00,2021-10-25 00:00:00,,,,Aguardando plano de recuperação,2021-11-01
1458,4,No,8427,EMBOÇO DO TERRAÇO - 8 ANDAR,Empresa 11,5 d,2021-07-16 00:00:00,2021-07-22 00:00:00,2021-10-26 00:00:00,2021-11-01 00:00:00,,,,Aguardando plano de recuperação,2021-11-01
1459,4,No,8428,EMBOÇO DO TERRAÇO - 9 ANDAR,Empresa 11,5 d,2021-07-23 00:00:00,2021-07-29 00:00:00,2021-11-03 00:00:00,2021-11-09 00:00:00,1,,,,2021-11-01
1460,4,No,8915,PRUMADA DE COMBATE A INCÊNDIOS - 23 ANDAR,Empresa 2,2 d,2021-08-23 00:00:00,2021-08-24 00:00:00,2021-10-05 00:00:00,2021-10-06 00:00:00,1,,,,2021-11-01
1461,4,No,8916,PRUMADA DE COMBATE A INCÊNDIOS - 24 ANDAR,Empresa 2,2 d,2021-08-30 00:00:00,2021-08-31 00:00:00,2021-10-20 00:00:00,2021-10-21 00:00:00,1,,,,2021-11-01
1462,4,No,8917,PRUMADA DE COMBATE A INCÊNDIOS - 25 ANDAR,Empresa 2,2 d,2021-09-06 00:00:00,2021-09-08 00:00:00,2021-10-25 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1463,4,No,8918,PRUMADA DE COMBATE A INCÊNDIOS - 26 ANDAR,Empresa 2,2 d,2021-09-13 00:00:00,2021-09-14 00:00:00,2021-10-28 00:00:00,2021-10-29 00:00:00,1,,,,2021-11-01
1464,4,No,8919,PRUMADA DE COMBATE A INCÊNDIOS - 27 ANDAR,Empresa 2,2 d,2021-09-20 00:00:00,2021-09-21 00:00:00,2021-11-05 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1465,4,No,8920,PRUMADA DE COMBATE A INCÊNDIOS - 28 ANDAR,Empresa 2,2 d,2021-09-27 00:00:00,2021-09-28 00:00:00,2021-11-12 00:00:00,2021-11-16 00:00:00,1,,,,2021-11-01
1466,4,No,8942,CONTRAPISO EM HALL DE SERVIÇO - 12 ANDAR,Empresa 4,3 d,2021-07-13 00:00:00,2021-07-15 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,,2021-11-01
1467,4,No,8943,CONTRAPISO EM HALL DE SERVIÇO - 13 ANDAR,Empresa 4,3 d,2021-07-20 00:00:00,2021-07-22 00:00:00,2021-10-18 00:00:00,2021-10-20 00:00:00,1,,,,2021-11-01
1468,4,No,8944,CONTRAPISO EM HALL DE SERVIÇO - 14 ANDAR,Empresa 4,3 d,2021-07-27 00:00:00,2021-07-29 00:00:00,2021-10-22 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1469,4,No,8945,CONTRAPISO EM HALL DE SERVIÇO - 15 ANDAR,Empresa 4,3 d,2021-08-03 00:00:00,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-11-01 00:00:00,1,,,,2021-11-01
1470,4,No,8946,CONTRAPISO EM HALL DE SERVIÇO - 16 ANDAR,Empresa 4,3 d,2021-08-10 00:00:00,2021-08-12 00:00:00,2021-11-04 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1471,4,No,8947,CONTRAPISO EM HALL DE SERVIÇO - 17 ANDAR,Empresa 4,3 d,2021-08-17 00:00:00,2021-08-19 00:00:00,2021-11-10 00:00:00,2021-11-12 00:00:00,1,,,,2021-11-01
1472,4,No,8948,CONTRAPISO EM HALL DE SERVIÇO - 18 ANDAR,Empresa 4,3 d,2021-08-24 00:00:00,2021-08-26 00:00:00,2021-11-17 00:00:00,2021-11-19 00:00:00,1,,,,2021-11-01
1473,4,No,8975,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 7 ANDAR,Empresa 3,3 d,2021-06-10 00:00:00,2021-06-14 00:00:00,2021-10-22 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1474,4,No,8976,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 8 ANDAR,Empresa 8,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-10-27 00:00:00,2021-10-29 00:00:00,1,,,,2021-11-01
1475,4,No,8977,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 9 ANDAR,Empresa 8,3 d,2021-06-24 00:00:00,2021-06-28 00:00:00,2021-11-10 00:00:00,2021-11-12 00:00:00,1,,,,2021-11-01
1476,4,No,8978,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 10 ANDAR,Empresa 8,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-11-01 00:00:00,2021-11-04 00:00:00,1,,,,2021-11-01
1477,4,No,8979,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 11 ANDAR,Empresa 8,3 d,2021-07-08 00:00:00,2021-07-13 00:00:00,2021-11-05 00:00:00,2021-11-09 00:00:00,,,,Está seguindo o pavimento completo,2021-11-01
1478,4,No,8981,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 13 ANDAR,Empresa 8,3 d,2021-07-23 00:00:00,2021-07-27 00:00:00,2021-11-16 00:00:00,2021-11-18 00:00:00,,,,Está seguindo o pavimento completo,2021-11-01
1479,4,No,8982,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 14 ANDAR,Empresa 8,3 d,2021-07-30 00:00:00,2021-08-03 00:00:00,2021-11-19 00:00:00,2021-11-23 00:00:00,,,,Está seguindo o pavimento completo,2021-11-01
1480,4,No,9568,PRUMADA DE COMBATE A INCÊNDIOS - 23 ANDAR,Empresa 2,2 d,2021-08-23 00:00:00,2021-08-24 00:00:00,2021-10-05 00:00:00,2021-10-06 00:00:00,1,,,,2021-11-01
1481,4,No,9569,PRUMADA DE COMBATE A INCÊNDIOS - 24 ANDAR,Empresa 2,2 d,2021-08-30 00:00:00,2021-08-31 00:00:00,2021-10-20 00:00:00,2021-10-21 00:00:00,1,,,,2021-11-01
1482,4,No,9570,PRUMADA DE COMBATE A INCÊNDIOS - 25 ANDAR,Empresa 2,2 d,2021-09-06 00:00:00,2021-09-08 00:00:00,2021-10-25 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1483,4,No,9571,PRUMADA DE COMBATE A INCÊNDIOS - 26 ANDAR,Empresa 2,2 d,2021-09-13 00:00:00,2021-09-14 00:00:00,2021-10-28 00:00:00,2021-10-29 00:00:00,1,,,,2021-11-01
1484,4,No,9572,PRUMADA DE COMBATE A INCÊNDIOS - 27 ANDAR,Empresa 2,2 d,2021-09-20 00:00:00,2021-09-21 00:00:00,2021-11-05 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1485,4,No,9573,PRUMADA DE COMBATE A INCÊNDIOS - 28 ANDAR,Empresa 2,2 d,2021-09-27 00:00:00,2021-09-28 00:00:00,2021-11-12 00:00:00,2021-11-16 00:00:00,1,,,,2021-11-01
1486,4,Yes,9591,CONTRAPISO EM HALL DE SERVIÇO - 11 ANDAR,Empresa 4,3 d,2021-07-05 00:00:00,2021-07-07 00:00:00,2021-10-04 00:00:00,2021-10-06 00:00:00,1,,,,2021-11-01
1487,4,Yes,9592,CONTRAPISO EM HALL DE SERVIÇO - 12 ANDAR,Empresa 4,3 d,2021-07-13 00:00:00,2021-07-15 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,,2021-11-01
1488,4,Yes,9593,CONTRAPISO EM HALL DE SERVIÇO - 13 ANDAR,Empresa 4,3 d,2021-07-20 00:00:00,2021-07-22 00:00:00,2021-10-18 00:00:00,2021-10-20 00:00:00,1,,,,2021-11-01
1489,4,Yes,9594,CONTRAPISO EM HALL DE SERVIÇO - 14 ANDAR,Empresa 4,3 d,2021-07-27 00:00:00,2021-07-29 00:00:00,2021-10-22 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1490,4,Yes,9595,CONTRAPISO EM HALL DE SERVIÇO - 15 ANDAR,Empresa 4,3 d,2021-08-03 00:00:00,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-11-01 00:00:00,1,,,,2021-11-01
1491,4,Yes,9596,CONTRAPISO EM HALL DE SERVIÇO - 16 ANDAR,Empresa 4,3 d,2021-08-10 00:00:00,2021-08-12 00:00:00,2021-11-04 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1492,4,Yes,9597,CONTRAPISO EM HALL DE SERVIÇO - 17 ANDAR,Empresa 4,3 d,2021-08-17 00:00:00,2021-08-19 00:00:00,2021-11-10 00:00:00,2021-11-12 00:00:00,1,,,,2021-11-01
1493,4,Yes,9598,CONTRAPISO EM HALL DE SERVIÇO - 18 ANDAR,Empresa 4,3 d,2021-08-24 00:00:00,2021-08-26 00:00:00,2021-11-17 00:00:00,2021-11-19 00:00:00,1,,,,2021-11-01
1494,4,No,9623,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 8 ANDAR,Empresa 8,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-11-01 00:00:00,2021-11-04 00:00:00,1,,,,2021-11-01
1495,4,No,9624,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 9 ANDAR,Empresa 8,3 d,2021-06-24 00:00:00,2021-06-28 00:00:00,2021-11-16 00:00:00,2021-11-18 00:00:00,1,,,,2021-11-01
1496,4,No,9625,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 10 ANDAR,Empresa 8,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-11-05 00:00:00,2021-11-09 00:00:00,1,,,,2021-11-01
1497,4,No,9626,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 11 ANDAR,Empresa 8,3 d,2021-07-08 00:00:00,2021-07-13 00:00:00,2021-11-10 00:00:00,2021-11-12 00:00:00,,,,Está seguindo o pavimento completo,2021-11-01
1498,4,No,9658,FIAÇÃO ELÉTRICA E DETECTOR DE FUMAÇA - 8 ANDAR,Empresa 2,2 d,2021-06-22 00:00:00,2021-06-23 00:00:00,2021-11-05 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1499,4,No,9659,FIAÇÃO ELÉTRICA E DETECTOR DE FUMAÇA - 9 ANDAR,Empresa 2,2 d,2021-06-29 00:00:00,2021-06-30 00:00:00,2021-11-19 00:00:00,2021-11-22 00:00:00,1,,,,2021-11-01
1500,4,No,9660,FIAÇÃO ELÉTRICA E DETECTOR DE FUMAÇA - 10 ANDAR,Empresa 2,2 d,2021-07-06 00:00:00,2021-07-07 00:00:00,2021-11-10 00:00:00,2021-11-11 00:00:00,1,,,,2021-11-01
1501,4,No,9661,FIAÇÃO ELÉTRICA E DETECTOR DE FUMAÇA - 11 ANDAR,Empresa 2,2 d,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-11-16 00:00:00,2021-11-17 00:00:00,1,,,,2021-11-01
1502,4,No,10165,INSTALAÇÃO DE BATENTE PCF - 18 ANDAR,Empresa 6,3 d,2021-09-10 00:00:00,2021-09-14 00:00:00,2021-10-13 00:00:00,2021-10-15 00:00:00,1,,,,2021-11-01
1503,4,No,10166,INSTALAÇÃO DE BATENTE PCF - 19 ANDAR,Empresa 6,3 d,2021-09-15 00:00:00,2021-09-17 00:00:00,2021-10-18 00:00:00,2021-10-20 00:00:00,1,,,,2021-11-01
1504,4,No,10167,INSTALAÇÃO DE BATENTE PCF - 20 ANDAR,Empresa 6,3 d,2021-09-20 00:00:00,2021-09-22 00:00:00,2021-10-21 00:00:00,2021-10-25 00:00:00,1,,,,2021-11-01
1505,4,No,10168,INSTALAÇÃO DE BATENTE PCF - 21 ANDAR,Empresa 6,3 d,2021-09-23 00:00:00,2021-09-27 00:00:00,2021-11-04 00:00:00,2021-11-08 00:00:00,,2021-11-22 00:00:00,2021-11-23 00:00:00,,2021-11-01
1506,4,No,10169,INSTALAÇÃO DE BATENTE PCF - 22 ANDAR,Empresa 6,3 d,2021-09-28 00:00:00,2021-09-30 00:00:00,2021-11-09 00:00:00,2021-11-11 00:00:00,,2021-11-24 00:00:00,2021-11-25 00:00:00,,2021-11-01
1507,4,No,10170,INSTALAÇÃO DE BATENTE PCF - 23 ANDAR,Empresa 6,3 d,2021-10-01 00:00:00,2021-10-05 00:00:00,2021-11-12 00:00:00,2021-11-17 00:00:00,,2021-11-26 00:00:00,2021-11-27 00:00:00,,2021-11-01
1508,4,No,10194,CONTRAPISO EM HALL DE SERVIÇO - 12 ANDAR,Empresa 4,3 d,2021-08-19 00:00:00,2021-08-23 00:00:00,2021-10-11 00:00:00,2021-10-14 00:00:00,1,,,,2021-11-01
1509,4,No,10195,CONTRAPISO EM HALL DE SERVIÇO - 13 ANDAR,Empresa 4,3 d,2021-08-24 00:00:00,2021-08-26 00:00:00,2021-10-18 00:00:00,2021-10-20 00:00:00,1,,,,2021-11-01
1510,4,No,10196,CONTRAPISO EM HALL DE SERVIÇO - 14 ANDAR,Empresa 4,3 d,2021-08-27 00:00:00,2021-08-31 00:00:00,2021-10-22 00:00:00,2021-10-26 00:00:00,1,,,,2021-11-01
1511,4,No,10197,CONTRAPISO EM HALL DE SERVIÇO - 15 ANDAR,Empresa 4,3 d,2021-09-01 00:00:00,2021-09-03 00:00:00,2021-10-28 00:00:00,2021-11-01 00:00:00,1,,,,2021-11-01
1512,4,No,10198,CONTRAPISO EM HALL DE SERVIÇO - 16 ANDAR,Empresa 4,3 d,2021-09-06 00:00:00,2021-09-09 00:00:00,2021-11-04 00:00:00,2021-11-08 00:00:00,1,,,,2021-11-01
1513,4,No,10199,CONTRAPISO EM HALL DE SERVIÇO - 17 ANDAR,Empresa 4,3 d,2021-09-10 00:00:00,2021-09-14 00:00:00,2021-11-10 00:00:00,2021-11-12 00:00:00,1,,,,2021-11-01
1514,4,No,10200,CONTRAPISO EM HALL DE SERVIÇO - 18 ANDAR,Empresa 4,3 d,2021-09-15 00:00:00,2021-09-17 00:00:00,2021-11-17 00:00:00,2021-11-19 00:00:00,1,,,,2021-11-01
